id,from,to,label,weight
792,121,31,2026,1
793,121,42,2026,1
794,121,124,2026,1
796,121,17,2026,1
797,121,125,2026,1
798,121,11,2026,1
799,121,126,2026,1
800,122,21,2026,1
801,122,5,2026,1
802,122,123,2026,1
803,122,4,2026,1
804,122,31,2026,1
805,122,42,2026,1
806,122,124,2026,1
808,122,17,2026,1
809,122,125,2026,1
810,122,11,2026,1
811,122,126,2026,1
812,21,5,2026,1
813,21,123,2026,1
814,21,4,2026,1
815,21,31,2026,1
816,21,42,2026,1
817,21,124,2026,1
819,21,17,2026,1
820,21,125,2026,1
821,21,11,2026,1
822,21,126,2026,1
823,5,123,2026,1
824,5,4,2026,1
825,5,31,2026,1
826,5,42,2026,1
827,5,124,2026,1
829,5,17,2026,1
830,5,125,2026,1
831,5,11,2026,1
832,5,126,2026,1
833,123,4,2026,1
834,123,31,2026,1
835,123,42,2026,1
836,123,124,2026,1
838,123,17,2026,1
839,123,125,2026,1
840,123,11,2026,1
841,123,126,2026,1
842,4,31,2026,1
843,4,42,2026,1
844,4,124,2026,1
846,4,17,2026,1
847,4,125,2026,1
848,4,11,2026,1
849,4,126,2026,1
850,31,42,2026,1
851,31,124,2026,1
853,31,17,2026,1
854,31,125,2026,1
855,31,11,2026,1
856,31,126,2026,1
857,42,124,2026,1
859,42,17,2026,1
860,42,125,2026,1
861,42,11,2026,1
862,42,126,2026,1
864,124,17,2026,1
865,124,125,2026,1
866,124,11,2026,1
867,124,126,2026,1
868,17,125,2026,1
869,17,11,2026,1
870,17,126,2026,1
871,125,11,2026,1
873,125,126,2026,1
876,11,126,2026,1
877,127,128,2027,1
878,127,129,2027,1
879,127,130,2027,1
880,127,131,2027,1
881,127,132,2027,1
882,127,133,2027,1
883,127,51,2027,1
884,127,52,2027,1
885,127,134,2027,1
886,128,129,2027,1
887,128,130,2027,1
888,128,131,2027,1
889,128,132,2027,1
890,128,133,2027,1
891,128,51,2027,1
892,128,52,2027,1
893,128,134,2027,1
894,129,130,2027,1
895,129,131,2027,1
896,129,132,2027,1
897,129,133,2027,1
898,129,51,2027,1
899,129,52,2027,1
900,129,134,2027,1
901,130,131,2027,1
902,130,132,2027,1
903,130,133,2027,1
904,130,51,2027,1
905,130,52,2027,1
906,130,134,2027,1
907,131,132,2027,1
908,131,133,2027,1
909,131,51,2027,1
910,131,52,2027,1
911,131,134,2027,1
912,132,133,2027,1
913,132,51,2027,1
914,132,52,2027,1
915,132,134,2027,1
916,133,51,2027,1
917,133,52,2027,1
918,133,134,2027,1
919,51,52,2027,1
920,51,134,2027,1
921,52,134,2027,1
922,135,31,2028,1
923,135,49,2028,1
924,135,85,2028,1
925,135,119,2028,1
926,135,76,2028,1
927,31,49,2028,1
928,31,85,2028,1
929,31,119,2028,1
930,31,76,2028,1
931,49,85,2028,1
932,49,119,2028,1
933,49,76,2028,1
934,85,119,2028,1
935,85,76,2028,1
937,119,76,2028,1
938,93,52,2029,1
939,93,136,2029,1
940,93,32,2029,1
941,93,1,2029,1
942,93,137,2029,1
943,93,89,2029,1
944,93,91,2029,1
945,93,5,2029,1
946,52,136,2029,1
947,52,32,2029,1
948,52,1,2029,1
949,52,137,2029,1
950,52,89,2029,1
951,52,91,2029,1
952,52,5,2029,1
953,136,32,2029,1
954,136,1,2029,1
955,136,137,2029,1
956,136,89,2029,1
957,136,91,2029,1
958,136,5,2029,1
959,32,1,2029,1
960,32,137,2029,1
961,32,89,2029,1
962,32,91,2029,1
963,32,5,2029,1
965,1,137,2029,1
966,1,89,2029,1
967,1,91,2029,1
968,1,5,2029,1
970,137,89,2029,1
971,137,91,2029,1
972,137,5,2029,1
973,89,91,2029,1
974,89,5,2029,1
975,91,5,2029,1
976,42,4,2030,1
977,42,6,2030,1
978,42,80,2030,1
979,42,52,2030,1
980,42,138,2030,1
981,42,51,2030,1
982,42,139,2030,1
983,42,140,2030,1
984,42,141,2030,1
985,42,3,2030,1
986,42,142,2030,1
987,42,5,2030,1
988,4,6,2030,1
989,4,80,2030,1
990,4,52,2030,1
991,4,138,2030,1
993,4,51,2030,1
994,4,139,2030,1
995,4,140,2030,1
996,4,141,2030,1
997,4,3,2030,1
998,4,142,2030,1
999,4,5,2030,1
1000,6,80,2030,1
1001,6,52,2030,1
1002,6,138,2030,1
1004,6,51,2030,1
1005,6,139,2030,1
1006,6,140,2030,1
1007,6,141,2030,1
1008,6,3,2030,1
1009,6,142,2030,1
1010,6,5,2030,1
1011,80,52,2030,1
1012,80,138,2030,1
1014,80,51,2030,1
1015,80,139,2030,1
1016,80,140,2030,1
1017,80,141,2030,1
1018,80,3,2030,1
1019,80,142,2030,1
1020,80,5,2030,1
1021,52,138,2030,1
1024,52,51,2030,1
1025,52,139,2030,1
1026,52,140,2030,1
1027,52,141,2030,1
1028,52,3,2030,1
1029,52,142,2030,1
1030,52,5,2030,1
1033,138,51,2030,1
1034,138,139,2030,1
1035,138,140,2030,1
1036,138,141,2030,1
1037,138,3,2030,1
1038,138,142,2030,1
1039,138,5,2030,1
1040,51,139,2030,1
1041,51,140,2030,1
1042,51,141,2030,1
1043,51,3,2030,1
1044,51,142,2030,1
1046,51,5,2030,1
1047,139,140,2030,1
1048,139,141,2030,1
1049,139,3,2030,1
1050,139,142,2030,1
1052,139,5,2030,1
1053,140,141,2030,1
1054,140,3,2030,1
1055,140,142,2030,1
1057,140,5,2030,1
1058,141,3,2030,1
1059,141,142,2030,1
1061,141,5,2030,1
1062,3,142,2030,1
1064,3,5,2030,1
1066,142,5,2030,1
1067,5,1,2031,1
1068,5,89,2031,1
1069,5,143,2031,1
1070,5,6,2031,1
1071,5,42,2031,1
1072,5,144,2031,1
1073,5,49,2031,1
1074,5,105,2031,1
1075,1,89,2031,1
1076,1,143,2031,1
1077,1,6,2031,1
1078,1,42,2031,1
1079,1,144,2031,1
1080,1,49,2031,1
1081,1,105,2031,1
1082,89,143,2031,1
1083,89,6,2031,1
1084,89,42,2031,1
1085,89,144,2031,1
1087,89,49,2031,1
1088,89,105,2031,1
1089,143,6,2031,1
1090,143,42,2031,1
1091,143,144,2031,1
1093,143,49,2031,1
1094,143,105,2031,1
1095,6,42,2031,1
1096,6,144,2031,1
1098,6,49,2031,1
1099,6,105,2031,1
1100,42,144,2031,1
1102,42,49,2031,1
1103,42,105,2031,1
1105,144,49,2031,1
1106,144,105,2031,1
1107,49,105,2031,1
1108,42,141,2032,1
1109,42,5,2032,1
1110,42,145,2032,1
1111,141,5,2032,1
1112,141,145,2032,1
1113,5,145,2032,1
1114,42,144,2033,1
1115,42,1,2033,1
1116,42,5,2033,1
1117,42,22,2033,1
1118,42,52,2033,1
1119,42,146,2033,1
1120,42,49,2033,1
1121,42,147,2033,1
1122,144,1,2033,1
1124,144,5,2033,1
1125,144,22,2033,1
1126,144,52,2033,1
1127,144,146,2033,1
1128,144,49,2033,1
1129,144,147,2033,1
1132,1,5,2033,1
1133,1,22,2033,1
1134,1,52,2033,1
1135,1,146,2033,1
1136,1,49,2033,1
1137,1,147,2033,1
1138,5,22,2033,1
1140,5,52,2033,1
1141,5,146,2033,1
1142,5,49,2033,1
1143,5,147,2033,1
1145,22,52,2033,1
1147,22,146,2033,1
1148,22,49,2033,1
1149,22,147,2033,1
1151,52,146,2033,1
1152,52,49,2033,1
1153,52,147,2033,1
1154,146,49,2033,1
1155,146,147,2033,1
1156,49,147,2033,1
1157,42,6,2034,1
1158,42,148,2034,1
1159,42,149,2034,1
1160,42,150,2034,1
1161,42,49,2034,1
1162,42,31,2034,1
1163,6,148,2034,1
1164,6,149,2034,1
1165,6,150,2034,1
1166,6,49,2034,1
1167,6,31,2034,1
1168,148,149,2034,1
1169,148,150,2034,1
1170,148,49,2034,1
1171,148,31,2034,1
1172,149,150,2034,1
1173,149,49,2034,1
1174,149,31,2034,1
1175,150,49,2034,1
1176,150,31,2034,1
1177,49,31,2034,1
1178,42,151,2035,1
1179,42,116,2035,1
1180,42,111,2035,1
1181,42,152,2035,1
1182,42,153,2035,1
1183,42,154,2035,1
1184,42,91,2035,1
1185,42,155,2035,1
1186,42,156,2035,1
1187,42,49,2035,1
1188,42,72,2035,1
1189,151,116,2035,1
1190,151,111,2035,1
1191,151,152,2035,1
1192,151,153,2035,1
1193,151,154,2035,1
1194,151,91,2035,1
1195,151,155,2035,1
1196,151,156,2035,1
1197,151,49,2035,1
1198,151,72,2035,1
1199,116,111,2035,1
1200,116,152,2035,1
1201,116,153,2035,1
1202,116,154,2035,1
1203,116,91,2035,1
1204,116,155,2035,1
1205,116,156,2035,1
1206,116,49,2035,1
1207,116,72,2035,1
1208,111,152,2035,1
1209,111,153,2035,1
1210,111,154,2035,1
1211,111,91,2035,1
1212,111,155,2035,1
1213,111,156,2035,1
1214,111,49,2035,1
1215,111,72,2035,1
1216,152,153,2035,1
1217,152,154,2035,1
1218,152,91,2035,1
1219,152,155,2035,1
1220,152,156,2035,1
1221,152,49,2035,1
1222,152,72,2035,1
1223,153,154,2035,1
1224,153,91,2035,1
1225,153,155,2035,1
1226,153,156,2035,1
1227,153,49,2035,1
1228,153,72,2035,1
1229,154,91,2035,1
1230,154,155,2035,1
1231,154,156,2035,1
1232,154,49,2035,1
1233,154,72,2035,1
1234,91,155,2035,1
1235,91,156,2035,1
1236,91,49,2035,1
1237,91,72,2035,1
1238,155,156,2035,1
1239,155,49,2035,1
1240,155,72,2035,1
1241,156,49,2035,1
1242,156,72,2035,1
1243,49,72,2035,1
1244,157,57,2036,1
1245,157,97,2036,1
1246,157,49,2036,1
1247,157,42,2036,1
1248,157,158,2036,1
1249,157,121,2036,1
1250,157,159,2036,1
1251,157,52,2036,1
1252,157,160,2036,1
1253,157,161,2036,1
1254,157,162,2036,1
1255,57,97,2036,1
1256,57,49,2036,1
1257,57,42,2036,1
1258,57,158,2036,1
1259,57,121,2036,1
1260,57,159,2036,1
1261,57,52,2036,1
1262,57,160,2036,1
1263,57,161,2036,1
1264,57,162,2036,1
1265,97,49,2036,1
1266,97,42,2036,1
1267,97,158,2036,1
1268,97,121,2036,1
1269,97,159,2036,1
1270,97,52,2036,1
1271,97,160,2036,1
1272,97,161,2036,1
1273,97,162,2036,1
1274,49,42,2036,1
1275,49,158,2036,1
1276,49,121,2036,1
1277,49,159,2036,1
1278,49,52,2036,1
1279,49,160,2036,1
1280,49,161,2036,1
1281,49,162,2036,1
1282,42,158,2036,1
1283,42,121,2036,1
1284,42,159,2036,1
1285,42,52,2036,1
1286,42,160,2036,1
1287,42,161,2036,1
1288,42,162,2036,1
1289,158,121,2036,1
1290,158,159,2036,1
1291,158,52,2036,1
1292,158,160,2036,1
1293,158,161,2036,1
1294,158,162,2036,1
1295,121,159,2036,1
1296,121,52,2036,1
1297,121,160,2036,1
1298,121,161,2036,1
1299,121,162,2036,1
1300,159,52,2036,1
1301,159,160,2036,1
1302,159,161,2036,1
1303,159,162,2036,1
1304,52,160,2036,1
1305,52,161,2036,1
1306,52,162,2036,1
1307,160,161,2036,1
1308,160,162,2036,1
1309,161,162,2036,1
1310,55,4,2037,1
1311,55,163,2037,1
1312,55,164,2037,1
1313,55,2,2037,1
1314,4,163,2037,1
1315,4,164,2037,1
1316,4,2,2037,1
1317,163,164,2037,1
1318,163,2,2037,1
1319,164,2,2037,1
1320,42,158,2038,1
1321,42,136,2038,1
1322,42,100,2038,1
1323,42,11,2038,1
1324,42,165,2038,1
1325,42,166,2038,1
1326,42,167,2038,1
1327,158,136,2038,1
1328,158,100,2038,1
1329,158,11,2038,1
1330,158,165,2038,1
1331,158,166,2038,1
1332,158,167,2038,1
1333,136,100,2038,1
1334,136,11,2038,1
1335,136,165,2038,1
1336,136,166,2038,1
1337,136,167,2038,1
