id,from,to,label,weight
13508,8,118,2217,1
13511,394,85,2217,1
13513,394,468,2217,1
13514,394,110,2217,1
13515,394,247,2217,1
13516,394,28,2217,1
13517,394,169,2217,1
13518,394,67,2217,1
13519,394,118,2217,1
13521,85,468,2217,1
13522,85,110,2217,1
13523,85,247,2217,1
13524,85,28,2217,1
13525,85,169,2217,1
13526,85,67,2217,1
13527,85,118,2217,1
13528,468,110,2217,1
13529,468,247,2217,1
13530,468,28,2217,1
13531,468,169,2217,1
13532,468,67,2217,1
13533,468,118,2217,1
13534,110,247,2217,1
13535,110,28,2217,1
13536,110,169,2217,1
13537,110,67,2217,1
13538,110,118,2217,1
13539,247,28,2217,1
13540,247,169,2217,1
13541,247,67,2217,1
13542,247,118,2217,1
13543,28,169,2217,1
13544,28,67,2217,1
13545,28,118,2217,1
13546,169,67,2217,1
13547,169,118,2217,1
13548,67,118,2217,1
13549,21,469,2218,1
13550,21,470,2218,1
13551,21,343,2218,1
13552,21,471,2218,1
13553,21,2,2218,1
13554,21,225,2218,1
13555,469,470,2218,1
13556,469,343,2218,1
13557,469,471,2218,1
13558,469,2,2218,1
13559,469,225,2218,1
13560,470,343,2218,1
13561,470,471,2218,1
13562,470,2,2218,1
13563,470,225,2218,1
13564,343,471,2218,1
13565,343,2,2218,1
13566,343,225,2218,1
13567,471,2,2218,1
13568,471,225,2218,1
13569,2,225,2218,1
13571,249,472,2219,1
13572,249,426,2219,1
13573,249,42,2219,1
13574,249,301,2219,1
13575,249,150,2219,1
13576,249,337,2219,1
13577,249,41,2219,1
13578,249,25,2219,1
13579,249,207,2219,1
13580,249,264,2219,1
13581,249,168,2219,1
13582,249,473,2219,1
13583,472,426,2219,1
13584,472,42,2219,1
13585,472,301,2219,1
13586,472,150,2219,1
13587,472,337,2219,1
13588,472,41,2219,1
13590,472,25,2219,1
13591,472,207,2219,1
13592,472,264,2219,1
13593,472,168,2219,1
13594,472,473,2219,1
13595,426,42,2219,1
13596,426,301,2219,1
13597,426,150,2219,1
13598,426,337,2219,1
13599,426,41,2219,1
13601,426,25,2219,1
13602,426,207,2219,1
13603,426,264,2219,1
13604,426,168,2219,1
13605,426,473,2219,1
13606,42,301,2219,1
13607,42,150,2219,1
13608,42,337,2219,1
13609,42,41,2219,1
13611,42,25,2219,1
13612,42,207,2219,1
13613,42,264,2219,1
13614,42,168,2219,1
13615,42,473,2219,1
13616,301,150,2219,1
13617,301,337,2219,1
13618,301,41,2219,1
13620,301,25,2219,1
13622,301,207,2219,1
13623,301,264,2219,1
13624,301,168,2219,1
13625,301,473,2219,1
13626,150,337,2219,1
13627,150,41,2219,1
13630,150,25,2219,1
13632,150,207,2219,1
13633,150,264,2219,1
13634,150,168,2219,1
13635,150,473,2219,1
13636,337,41,2219,1
13640,337,25,2219,1
13642,337,207,2219,1
13643,337,264,2219,1
13644,337,168,2219,1
13645,337,473,2219,1
13650,41,25,2219,1
13652,41,207,2219,1
13653,41,264,2219,1
13654,41,168,2219,1
13655,41,473,2219,1
13657,25,207,2219,1
13658,25,264,2219,1
13659,25,168,2219,1
13660,25,473,2219,1
13661,207,264,2219,1
13662,207,168,2219,1
13663,207,473,2219,1
13664,264,168,2219,1
13665,264,473,2219,1
13666,168,473,2219,1
13667,247,28,2220,1
13668,247,249,2220,1
13669,247,298,2220,1
13670,247,42,2220,1
13671,247,53,2220,1
13672,247,211,2220,1
13673,247,474,2220,1
13674,247,417,2220,1
13675,247,5,2220,1
13676,247,51,2220,1
13677,247,91,2220,1
13678,247,475,2220,1
13679,247,372,2220,1
13680,247,145,2220,1
13681,28,249,2220,1
13682,28,298,2220,1
13683,28,42,2220,1
13684,28,53,2220,1
13685,28,211,2220,1
13686,28,474,2220,1
13687,28,417,2220,1
13688,28,5,2220,1
13689,28,51,2220,1
13690,28,91,2220,1
13691,28,475,2220,1
13692,28,372,2220,1
13693,28,145,2220,1
13694,249,298,2220,1
13695,249,42,2220,1
13696,249,53,2220,1
13697,249,211,2220,1
13698,249,474,2220,1
13699,249,417,2220,1
13700,249,5,2220,1
13701,249,51,2220,1
13702,249,91,2220,1
13703,249,475,2220,1
13704,249,372,2220,1
13705,249,145,2220,1
13706,298,42,2220,1
13707,298,53,2220,1
13708,298,211,2220,1
13709,298,474,2220,1
13710,298,417,2220,1
13711,298,5,2220,1
13712,298,51,2220,1
13713,298,91,2220,1
13714,298,475,2220,1
13715,298,372,2220,1
13716,298,145,2220,1
13717,42,53,2220,1
13718,42,211,2220,1
13719,42,474,2220,1
13720,42,417,2220,1
13721,42,5,2220,1
13722,42,51,2220,1
13723,42,91,2220,1
13724,42,475,2220,1
13725,42,372,2220,1
13726,42,145,2220,1
13727,53,211,2220,1
13728,53,474,2220,1
13729,53,417,2220,1
13730,53,5,2220,1
13731,53,51,2220,1
13732,53,91,2220,1
13733,53,475,2220,1
13734,53,372,2220,1
13735,53,145,2220,1
13736,211,474,2220,1
13737,211,417,2220,1
13738,211,5,2220,1
13739,211,51,2220,1
13741,211,91,2220,1
13742,211,475,2220,1
13743,211,372,2220,1
13744,211,145,2220,1
13745,474,417,2220,1
13746,474,5,2220,1
13747,474,51,2220,1
13749,474,91,2220,1
13750,474,475,2220,1
13751,474,372,2220,1
13752,474,145,2220,1
13753,417,5,2220,1
13754,417,51,2220,1
13756,417,91,2220,1
13757,417,475,2220,1
13758,417,372,2220,1
13759,417,145,2220,1
13760,5,51,2220,1
13762,5,91,2220,1
13763,5,475,2220,1
13764,5,372,2220,1
13765,5,145,2220,1
13767,51,91,2220,1
13768,51,475,2220,1
13769,51,372,2220,1
13770,51,145,2220,1
13771,91,475,2220,1
13772,91,372,2220,1
13773,91,145,2220,1
13774,475,372,2220,1
13775,475,145,2220,1
13776,372,145,2220,1
13777,476,325,2221,1
13778,476,21,2221,1
13779,476,477,2221,1
13780,476,211,2221,1
13781,476,455,2221,1
13782,476,9,2221,1
13783,476,102,2221,1
13784,476,67,2221,1
13785,476,111,2221,1
13786,476,225,2221,1
13787,476,82,2221,1
13788,476,264,2221,1
13789,476,168,2221,1
13790,476,41,2221,1
13791,476,170,2221,1
13792,325,21,2221,1
13793,325,477,2221,1
13794,325,211,2221,1
13795,325,455,2221,1
13797,325,9,2221,1
13798,325,102,2221,1
13799,325,67,2221,1
13800,325,111,2221,1
13801,325,225,2221,1
13802,325,82,2221,1
13803,325,264,2221,1
13804,325,168,2221,1
13805,325,41,2221,1
13806,325,170,2221,1
13807,21,477,2221,1
13808,21,211,2221,1
13810,21,455,2221,1
13812,21,9,2221,1
13813,21,102,2221,1
13814,21,67,2221,1
13815,21,111,2221,1
13816,21,225,2221,1
13817,21,82,2221,1
13818,21,264,2221,1
13819,21,168,2221,1
13820,21,41,2221,1
13821,21,170,2221,1
13823,477,211,2221,1
13825,477,455,2221,1
13827,477,9,2221,1
13828,477,102,2221,1
13829,477,67,2221,1
13830,477,111,2221,1
13831,477,225,2221,1
13832,477,82,2221,1
13833,477,264,2221,1
13834,477,168,2221,1
13835,477,41,2221,1
13836,477,170,2221,1
13838,211,455,2221,1
13841,211,9,2221,1
13842,211,102,2221,1
13843,211,67,2221,1
13844,211,111,2221,1
13845,211,225,2221,1
13846,211,82,2221,1
13847,211,264,2221,1
13848,211,168,2221,1
13849,211,41,2221,1
13850,211,170,2221,1
13854,455,9,2221,1
13856,455,102,2221,1
13857,455,67,2221,1
13858,455,111,2221,1
13859,455,225,2221,1
13860,455,82,2221,1
13861,455,264,2221,1
13862,455,168,2221,1
13863,455,41,2221,1
13864,455,170,2221,1
13869,9,102,2221,1
13870,9,67,2221,1
13871,9,111,2221,1
13872,9,225,2221,1
13873,9,82,2221,1
13874,9,264,2221,1
13875,9,168,2221,1
13876,9,41,2221,1
13877,9,170,2221,1
13878,102,67,2221,1
13879,102,111,2221,1
13880,102,225,2221,1
13881,102,82,2221,1
13882,102,264,2221,1
13883,102,168,2221,1
13884,102,41,2221,1
13885,102,170,2221,1
13887,67,111,2221,1
13888,67,225,2221,1
13889,67,82,2221,1
13890,67,264,2221,1
13891,67,168,2221,1
13892,67,41,2221,1
13893,67,170,2221,1
13894,111,225,2221,1
13895,111,82,2221,1
13896,111,264,2221,1
13897,111,168,2221,1
13898,111,41,2221,1
13899,111,170,2221,1
13900,225,82,2221,1
13901,225,264,2221,1
13902,225,168,2221,1
13903,225,41,2221,1
13904,225,170,2221,1
13905,82,264,2221,1
13906,82,168,2221,1
13907,82,41,2221,1
13908,82,170,2221,1
13909,264,168,2221,1
13910,264,41,2221,1
13911,264,170,2221,1
13912,168,41,2221,1
13913,168,170,2221,1
13914,41,170,2221,1
13915,249,478,2222,1
13916,249,42,2222,1
13917,249,446,2222,1
13918,249,479,2222,1
13919,249,197,2222,1
13920,249,155,2222,1
13921,249,117,2222,1
13922,249,100,2222,1
13923,249,154,2222,1
13924,249,132,2222,1
13925,249,401,2222,1
13926,249,164,2222,1
13927,478,42,2222,1
13928,478,446,2222,1
13929,478,479,2222,1
13930,478,197,2222,1
13931,478,155,2222,1
13932,478,117,2222,1
13933,478,100,2222,1
13934,478,154,2222,1
13935,478,132,2222,1
13936,478,401,2222,1
13937,478,164,2222,1
13938,42,446,2222,1
13939,42,479,2222,1
13940,42,197,2222,1
13942,42,155,2222,1
13943,42,117,2222,1
13944,42,100,2222,1
13945,42,154,2222,1
13946,42,132,2222,1
13947,42,401,2222,1
13948,42,164,2222,1
13949,446,479,2222,1
13950,446,197,2222,1
13952,446,155,2222,1
13953,446,117,2222,1
13954,446,100,2222,1
13955,446,154,2222,1
13956,446,132,2222,1
13957,446,401,2222,1
13958,446,164,2222,1
13959,479,197,2222,1
13961,479,155,2222,1
13962,479,117,2222,1
13963,479,100,2222,1
13964,479,154,2222,1
13965,479,132,2222,1
13966,479,401,2222,1
13967,479,164,2222,1
13969,197,155,2222,1
13970,197,117,2222,1
13971,197,100,2222,1
13972,197,154,2222,1
13973,197,132,2222,1
13974,197,401,2222,1
13975,197,164,2222,1
13976,155,117,2222,1
13977,155,100,2222,1
13978,155,154,2222,1
13979,155,132,2222,1
13980,155,401,2222,1
13981,155,164,2222,1
13982,117,100,2222,1
13983,117,154,2222,1
13984,117,132,2222,1
13985,117,401,2222,1
13986,117,164,2222,1
13987,100,154,2222,1
13988,100,132,2222,1
13989,100,401,2222,1
13990,100,164,2222,1
13992,154,132,2222,1
13993,154,401,2222,1
13994,154,164,2222,1
13996,132,401,2222,1
13997,132,164,2222,1
13999,401,164,2222,1
14003,197,277,2223,1
14004,197,100,2223,1
14005,197,480,2223,1
14006,197,91,2223,1
14007,197,322,2223,1
14008,197,44,2223,1
14009,197,20,2223,1
14010,197,5,2223,1
14011,197,55,2223,1
14012,197,109,2223,1
14013,197,21,2223,1
14014,277,100,2223,1
14015,277,480,2223,1
14016,277,91,2223,1
14017,277,322,2223,1
14018,277,44,2223,1
14019,277,20,2223,1
14020,277,5,2223,1
14021,277,55,2223,1
14022,277,109,2223,1
14023,277,21,2223,1
14025,100,480,2223,1
14026,100,91,2223,1
14027,100,322,2223,1
14028,100,44,2223,1
14029,100,20,2223,1
14030,100,5,2223,1
14031,100,55,2223,1
14032,100,109,2223,1
14033,100,21,2223,1
14034,480,91,2223,1
14035,480,322,2223,1
14036,480,44,2223,1
14037,480,20,2223,1
14038,480,5,2223,1
14039,480,55,2223,1
14040,480,109,2223,1
14041,480,21,2223,1
14042,91,322,2223,1
14043,91,44,2223,1
14044,91,20,2223,1
14045,91,5,2223,1
14046,91,55,2223,1
14047,91,109,2223,1
14048,91,21,2223,1
14049,322,44,2223,1
14050,322,20,2223,1
14051,322,5,2223,1
14052,322,55,2223,1
14053,322,109,2223,1
14054,322,21,2223,1
14055,44,20,2223,1
14056,44,5,2223,1
14057,44,55,2223,1
14058,44,109,2223,1
14059,44,21,2223,1
14060,20,5,2223,1
14061,20,55,2223,1
14062,20,109,2223,1
14063,20,21,2223,1
14064,5,55,2223,1
14065,5,109,2223,1
14066,5,21,2223,1
14067,55,109,2223,1
14068,55,21,2223,1
14069,109,21,2223,1
14070,80,143,2224,1
14071,80,481,2224,1
14072,80,180,2224,1
14073,80,20,2224,1
14074,80,53,2224,1
14075,80,264,2224,1
14076,80,41,2224,1
14077,80,36,2224,1
14078,80,5,2224,1
14079,143,481,2224,1
14080,143,180,2224,1
14081,143,20,2224,1
14082,143,53,2224,1
14083,143,264,2224,1
14084,143,41,2224,1
14085,143,36,2224,1
14086,143,5,2224,1
14087,481,180,2224,1
14088,481,20,2224,1
14089,481,53,2224,1
14090,481,264,2224,1
14091,481,41,2224,1
14092,481,36,2224,1
14093,481,5,2224,1
14094,180,20,2224,1
14095,180,53,2224,1
14096,180,264,2224,1
14097,180,41,2224,1
14098,180,36,2224,1
14099,180,5,2224,1
14100,20,53,2224,1
14101,20,264,2224,1
14102,20,41,2224,1
14103,20,36,2224,1
14104,20,5,2224,1
14105,53,264,2224,1
14106,53,41,2224,1
14107,53,36,2224,1
14108,53,5,2224,1
14109,264,41,2224,1
14110,264,36,2224,1
14111,264,5,2224,1
14112,41,36,2224,1
14113,41,5,2224,1
14114,36,5,2224,1
14115,190,482,2225,1
14116,190,481,2225,1
14117,190,295,2225,1
14118,190,35,2225,1
14119,190,225,2225,1
14120,190,483,2225,1
14121,482,481,2225,1
14123,482,295,2225,1
14124,482,35,2225,1
14125,482,225,2225,1
14126,482,483,2225,1
14128,481,295,2225,1
14129,481,35,2225,1
14130,481,225,2225,1
14131,481,483,2225,1
14132,295,35,2225,1
14133,295,225,2225,1
14134,295,483,2225,1
14135,35,225,2225,1
14136,35,483,2225,1
14137,225,483,2225,1
14138,484,197,2226,1
14139,484,485,2226,1
14140,484,204,2226,1
14141,484,424,2226,1
14142,484,486,2226,1
14143,484,225,2226,1
14144,484,2,2226,1
14145,197,485,2226,1
14146,197,204,2226,1
14147,197,424,2226,1
14148,197,486,2226,1
14149,197,225,2226,1
14150,197,2,2226,1
14151,485,204,2226,1
14152,485,424,2226,1
14153,485,486,2226,1
14154,485,225,2226,1
14155,485,2,2226,1
14156,204,424,2226,1
14157,204,486,2226,1
14158,204,225,2226,1
14159,204,2,2226,1
14160,424,486,2226,1
14161,424,225,2226,1
14162,424,2,2226,1
14163,486,225,2226,1
14164,486,2,2226,1
14165,225,2,2226,1
14166,487,488,2227,1
14167,487,36,2227,1
14168,487,5,2227,1
14169,488,36,2227,1
14170,488,5,2227,1
14171,36,5,2227,1
14172,488,485,2228,1
14173,488,44,2228,1
14174,488,447,2228,1
14175,488,425,2228,1
14176,488,405,2228,1
14177,488,147,2228,1
14178,488,93,2228,1
14179,488,2,2228,1
14180,488,49,2228,1
14181,488,21,2228,1
14182,488,7,2228,1
14183,488,28,2228,1
14184,488,489,2228,1
14185,488,123,2228,1
14186,488,306,2228,1
14187,488,124,2228,1
14188,488,53,2228,1
14189,488,65,2228,1
14190,488,315,2228,1
14191,488,490,2228,1
14192,488,491,2228,1
14193,488,372,2228,1
14194,488,145,2228,1
14195,485,44,2228,1
14196,485,447,2228,1
14197,485,425,2228,1
14198,485,405,2228,1
14199,485,147,2228,1
14200,485,93,2228,1
14201,485,2,2228,1
14202,485,49,2228,1
14203,485,21,2228,1
14204,485,7,2228,1
14205,485,28,2228,1
14206,485,489,2228,1
14207,485,123,2228,1
14208,485,306,2228,1
14209,485,124,2228,1
14210,485,53,2228,1
14211,485,65,2228,1
14212,485,315,2228,1
14213,485,490,2228,1
14214,485,491,2228,1
14215,485,372,2228,1
14216,485,145,2228,1
14217,44,447,2228,1
14218,44,425,2228,1
14219,44,405,2228,1
14220,44,147,2228,1
14221,44,93,2228,1
14222,44,2,2228,1
14223,44,49,2228,1
14224,44,21,2228,1
14225,44,7,2228,1
14226,44,28,2228,1
14227,44,489,2228,1
14228,44,123,2228,1
14229,44,306,2228,1
14230,44,124,2228,1
14231,44,53,2228,1
14232,44,65,2228,1
14233,44,315,2228,1
14234,44,490,2228,1
14235,44,491,2228,1
14236,44,372,2228,1
14237,44,145,2228,1
14238,447,425,2228,1
14239,447,405,2228,1
14240,447,147,2228,1
14241,447,93,2228,1
14242,447,2,2228,1
14243,447,49,2228,1
14244,447,21,2228,1
14245,447,7,2228,1
14246,447,28,2228,1
14247,447,489,2228,1
14248,447,123,2228,1
14249,447,306,2228,1
14250,447,124,2228,1
14251,447,53,2228,1
14252,447,65,2228,1
14253,447,315,2228,1
14254,447,490,2228,1
14255,447,491,2228,1
14256,447,372,2228,1
14257,447,145,2228,1
14258,425,405,2228,1
14259,425,147,2228,1
14260,425,93,2228,1
14261,425,2,2228,1
14262,425,49,2228,1
14263,425,21,2228,1
14264,425,7,2228,1
14265,425,28,2228,1
14266,425,489,2228,1
14267,425,123,2228,1
14268,425,306,2228,1
14269,425,124,2228,1
14270,425,53,2228,1
14271,425,65,2228,1
14272,425,315,2228,1
14273,425,490,2228,1
14274,425,491,2228,1
14275,425,372,2228,1
14276,425,145,2228,1
14277,405,147,2228,1
14278,405,93,2228,1
14279,405,2,2228,1
14280,405,49,2228,1
14281,405,21,2228,1
14282,405,7,2228,1
14283,405,28,2228,1
14284,405,489,2228,1
14285,405,123,2228,1
14286,405,306,2228,1
14287,405,124,2228,1
14288,405,53,2228,1
14289,405,65,2228,1
14290,405,315,2228,1
14291,405,490,2228,1
14292,405,491,2228,1
14293,405,372,2228,1
14294,405,145,2228,1
14295,147,93,2228,1
14296,147,2,2228,1
14297,147,49,2228,1
14298,147,21,2228,1
14299,147,7,2228,1
14300,147,28,2228,1
14301,147,489,2228,1
14302,147,123,2228,1
14303,147,306,2228,1
14304,147,124,2228,1
14305,147,53,2228,1
14306,147,65,2228,1
14307,147,315,2228,1
14308,147,490,2228,1
14309,147,491,2228,1
14310,147,372,2228,1
14311,147,145,2228,1
14312,93,2,2228,1
14313,93,49,2228,1
14314,93,21,2228,1
14315,93,7,2228,1
14316,93,28,2228,1
14317,93,489,2228,1
14318,93,123,2228,1
14319,93,306,2228,1
14320,93,124,2228,1
14321,93,53,2228,1
14322,93,65,2228,1
14323,93,315,2228,1
14324,93,490,2228,1
14325,93,491,2228,1
14326,93,372,2228,1
14327,93,145,2228,1
14328,2,49,2228,1
14329,2,21,2228,1
14330,2,7,2228,1
14331,2,28,2228,1
14332,2,489,2228,1
14333,2,123,2228,1
14334,2,306,2228,1
14335,2,124,2228,1
14336,2,53,2228,1
14337,2,65,2228,1
14338,2,315,2228,1
14339,2,490,2228,1
14340,2,491,2228,1
14341,2,372,2228,1
14342,2,145,2228,1
14343,49,21,2228,1
14344,49,7,2228,1
14345,49,28,2228,1
14346,49,489,2228,1
14347,49,123,2228,1
14348,49,306,2228,1
14349,49,124,2228,1
14350,49,53,2228,1
14351,49,65,2228,1
14352,49,315,2228,1
14353,49,490,2228,1
14354,49,491,2228,1
14355,49,372,2228,1
14356,49,145,2228,1
14357,21,7,2228,1
14358,21,28,2228,1
14359,21,489,2228,1
14360,21,123,2228,1
14361,21,306,2228,1
14362,21,124,2228,1
14363,21,53,2228,1
14364,21,65,2228,1
14365,21,315,2228,1
14366,21,490,2228,1
14367,21,491,2228,1
14368,21,372,2228,1
14369,21,145,2228,1
14370,7,28,2228,1
14371,7,489,2228,1
14372,7,123,2228,1
14373,7,306,2228,1
14374,7,124,2228,1
14375,7,53,2228,1
14376,7,65,2228,1
14377,7,315,2228,1
14378,7,490,2228,1
14379,7,491,2228,1
14380,7,372,2228,1
14381,7,145,2228,1
14382,28,489,2228,1
14383,28,123,2228,1
14384,28,306,2228,1
14385,28,124,2228,1
14386,28,53,2228,1
14387,28,65,2228,1
14388,28,315,2228,1
14389,28,490,2228,1
14390,28,491,2228,1
14391,28,372,2228,1
14392,28,145,2228,1
14393,489,123,2228,1
14394,489,306,2228,1
14395,489,124,2228,1
14396,489,53,2228,1
14397,489,65,2228,1
14398,489,315,2228,1
14399,489,490,2228,1
14400,489,491,2228,1
14401,489,372,2228,1
14402,489,145,2228,1
14403,123,306,2228,1
14404,123,124,2228,1
14405,123,53,2228,1
14406,123,65,2228,1
14407,123,315,2228,1
14408,123,490,2228,1
14409,123,491,2228,1
14410,123,372,2228,1
14411,123,145,2228,1
14412,306,124,2228,1
14413,306,53,2228,1
14414,306,65,2228,1
14415,306,315,2228,1
14416,306,490,2228,1
14417,306,491,2228,1
14418,306,372,2228,1
14419,306,145,2228,1
14420,124,53,2228,1
14421,124,65,2228,1
14422,124,315,2228,1
14423,124,490,2228,1
14424,124,491,2228,1
14425,124,372,2228,1
14426,124,145,2228,1
14427,53,65,2228,1
14428,53,315,2228,1
14429,53,490,2228,1
14430,53,491,2228,1
14431,53,372,2228,1
14432,53,145,2228,1
14433,65,315,2228,1
14434,65,490,2228,1
14435,65,491,2228,1
14436,65,372,2228,1
14437,65,145,2228,1
14438,315,490,2228,1
14439,315,491,2228,1
14440,315,372,2228,1
14441,315,145,2228,1
14442,490,491,2228,1
14443,490,372,2228,1
14444,490,145,2228,1
14445,491,372,2228,1
14446,491,145,2228,1
14447,372,145,2228,1
14448,488,492,2229,1
14449,488,493,2229,1
14450,488,315,2229,1
14451,488,494,2229,1
14452,488,227,2229,1
14453,488,405,2229,1
14454,488,190,2229,1
14455,488,100,2229,1
14456,488,91,2229,1
14457,488,166,2229,1
14458,488,13,2229,1
14459,488,436,2229,1
14460,488,393,2229,1
14461,488,303,2229,1
14462,488,159,2229,1
14463,488,72,2229,1
14464,492,493,2229,1
14465,492,315,2229,1
14466,492,494,2229,1
14467,492,227,2229,1
14468,492,405,2229,1
14469,492,190,2229,1
14470,492,100,2229,1
14471,492,91,2229,1
14472,492,166,2229,1
14473,492,13,2229,1
14474,492,436,2229,1
14475,492,393,2229,1
14476,492,303,2229,1
14477,492,159,2229,1
14478,492,72,2229,1
14479,493,315,2229,1
14480,493,494,2229,1
14481,493,227,2229,1
14482,493,405,2229,1
14483,493,190,2229,1
14484,493,100,2229,1
14485,493,91,2229,1
14486,493,166,2229,1
14487,493,13,2229,1
14488,493,436,2229,1
14489,493,393,2229,1
14490,493,303,2229,1
14491,493,159,2229,1
14492,493,72,2229,1
14493,315,494,2229,1
14494,315,227,2229,1
14495,315,405,2229,1
14496,315,190,2229,1
14497,315,100,2229,1
14498,315,91,2229,1
14499,315,166,2229,1
14500,315,13,2229,1
14501,315,436,2229,1
14502,315,393,2229,1
14503,315,303,2229,1
14504,315,159,2229,1
14505,315,72,2229,1
14506,494,227,2229,1
14507,494,405,2229,1
14508,494,190,2229,1
14509,494,100,2229,1
14510,494,91,2229,1
14511,494,166,2229,1
14512,494,13,2229,1
14513,494,436,2229,1
14514,494,393,2229,1
14515,494,303,2229,1
14516,494,159,2229,1
14517,494,72,2229,1
14518,227,405,2229,1
14519,227,190,2229,1
14520,227,100,2229,1
14521,227,91,2229,1
14522,227,166,2229,1
14523,227,13,2229,1
14524,227,436,2229,1
14525,227,393,2229,1
14526,227,303,2229,1
14527,227,159,2229,1
14528,227,72,2229,1
14529,405,190,2229,1
14530,405,100,2229,1
14531,405,91,2229,1
14532,405,166,2229,1
14533,405,13,2229,1
14534,405,436,2229,1
14535,405,393,2229,1
14536,405,303,2229,1
14537,405,159,2229,1
14538,405,72,2229,1
14539,190,100,2229,1
14540,190,91,2229,1
14541,190,166,2229,1
14542,190,13,2229,1
14543,190,436,2229,1
14544,190,393,2229,1
14545,190,303,2229,1
14546,190,159,2229,1
14547,190,72,2229,1
14548,100,91,2229,1
14549,100,166,2229,1
14550,100,13,2229,1
14551,100,436,2229,1
14552,100,393,2229,1
14553,100,303,2229,1
14554,100,159,2229,1
14555,100,72,2229,1
14556,91,166,2229,1
14557,91,13,2229,1
14558,91,436,2229,1
14559,91,393,2229,1
14560,91,303,2229,1
14561,91,159,2229,1
14562,91,72,2229,1
14563,166,13,2229,1
14564,166,436,2229,1
14565,166,393,2229,1
14566,166,303,2229,1
14567,166,159,2229,1
14568,166,72,2229,1
14569,13,436,2229,1
14571,13,393,2229,1
14572,13,303,2229,1
14573,13,159,2229,1
14574,13,72,2229,1
14577,436,393,2229,1
14578,436,303,2229,1
14579,436,159,2229,1
14580,436,72,2229,1
14581,393,303,2229,1
14583,393,159,2229,1
14584,393,72,2229,1
14586,303,159,2229,1
14587,303,72,2229,1
14589,159,72,2229,1
14590,488,405,2230,1
14591,488,129,2230,1
14592,488,476,2230,1
14593,488,116,2230,1
14594,488,15,2230,1
14595,488,393,2230,1
14596,488,76,2230,1
14597,488,186,2230,1
14598,488,13,2230,1
14599,488,436,2230,1
14600,488,264,2230,1
14601,488,5,2230,1
14602,405,129,2230,1
14603,405,476,2230,1
14604,405,116,2230,1
14605,405,15,2230,1
14607,405,393,2230,1
14608,405,76,2230,1
14609,405,186,2230,1
14610,405,13,2230,1
14611,405,436,2230,1
14612,405,264,2230,1
14613,405,5,2230,1
14614,129,476,2230,1
14615,129,116,2230,1
14616,129,15,2230,1
14618,129,393,2230,1
14619,129,76,2230,1
14620,129,186,2230,1
14621,129,13,2230,1
14622,129,436,2230,1
14623,129,264,2230,1
14624,129,5,2230,1
14625,476,116,2230,1
14626,476,15,2230,1
14628,476,393,2230,1
14629,476,76,2230,1
14630,476,186,2230,1
14631,476,13,2230,1
14632,476,436,2230,1
14633,476,264,2230,1
14634,476,5,2230,1
14635,116,15,2230,1
14637,116,393,2230,1
14638,116,76,2230,1
14639,116,186,2230,1
14640,116,13,2230,1
14641,116,436,2230,1
14642,116,264,2230,1
14643,116,5,2230,1
14645,15,393,2230,1
14646,15,76,2230,1
14647,15,186,2230,1
14648,15,13,2230,1
14649,15,436,2230,1
14650,15,264,2230,1
14651,15,5,2230,1
14652,393,76,2230,1
14653,393,186,2230,1
14654,393,13,2230,1
14655,393,436,2230,1
14656,393,264,2230,1
14657,393,5,2230,1
14658,76,186,2230,1
14659,76,13,2230,1
14660,76,436,2230,1
14661,76,264,2230,1
14662,76,5,2230,1
14663,186,13,2230,1
14664,186,436,2230,1
14665,186,264,2230,1
14666,186,5,2230,1
14667,13,436,2230,1
14668,13,264,2230,1
14669,13,5,2230,1
14670,436,264,2230,1
14672,436,5,2230,1
14674,264,5,2230,1
14675,488,197,2231,1
14676,488,445,2231,1
14677,488,495,2231,1
14678,488,493,2231,1
14679,488,315,2231,1
14680,488,494,2231,1
14681,488,336,2231,1
14682,488,159,2231,1
14683,488,106,2231,1
14684,488,72,2231,1
14685,488,44,2231,1
14686,488,190,2231,1
14687,488,168,2231,1
14688,488,58,2231,1
14689,488,170,2231,1
14690,488,14,2231,1
14691,488,26,2231,1
14692,488,18,2231,1
14693,488,145,2231,1
14694,488,266,2231,1
14695,488,20,2231,1
14696,488,5,2231,1
14697,488,89,2231,1
14698,488,91,2231,1
14699,197,445,2231,1
14700,197,495,2231,1
14701,197,493,2231,1
14702,197,315,2231,1
14703,197,494,2231,1
14704,197,336,2231,1
14705,197,159,2231,1
14706,197,106,2231,1
14707,197,72,2231,1
14708,197,44,2231,1
14709,197,190,2231,1
14710,197,168,2231,1
14711,197,58,2231,1
14712,197,170,2231,1
14713,197,14,2231,1
14714,197,26,2231,1
14715,197,18,2231,1
14716,197,145,2231,1
14717,197,266,2231,1
14718,197,20,2231,1
14719,197,5,2231,1
14720,197,89,2231,1
14721,197,91,2231,1
14722,445,495,2231,1
14723,445,493,2231,1
14724,445,315,2231,1
14725,445,494,2231,1
14726,445,336,2231,1
14727,445,159,2231,1
14728,445,106,2231,1
14729,445,72,2231,1
14730,445,44,2231,1
14731,445,190,2231,1
14732,445,168,2231,1
14733,445,58,2231,1
14734,445,170,2231,1
14735,445,14,2231,1
14736,445,26,2231,1
14737,445,18,2231,1
14738,445,145,2231,1
14739,445,266,2231,1
14740,445,20,2231,1
14741,445,5,2231,1
14742,445,89,2231,1
14743,445,91,2231,1
14744,495,493,2231,1
